origin,destination,count,delay
TPA,MEM,334,126
DCA,SLC,630,174
IAD,RIC,35,15
GSP,ORD,829,312
EWR,BTV,561,207
HNL,IAD,167,51
DCA,PDX,334,67
MTJ,SFO,29,8
STX,CLT,31,21
ABE,DTW,711,268
PWM,EWR,662,315
MSP,MOT,830,318
SBA,PDX,334,107
AUS,OAK,336,131
CLE,BWI,1180,394
HDN,SEA,48,20
BOS,SLC,577,200
PHL,BWI,7,5
BTV,LGA,45,18
PHL,DCA,106,46
CLE,EWR,1544,566
CLT,SAT,358,143
MSP,SJC,458,125
MSP,MSO,430,87
TVC,DTW,756,200
IAD,ROA,5,2
MSP,SNA,916,230
LBE,MCO,318,157
IAH,HOB,571,183
ORD,JAC,395,178
FWA,DTW,966,370
BDL,DCA,660,198
EWR,BZN,50,27
JFK,LGB,612,201
TPA,SEA,334,139
MEM,BWI,388,155
ROC,BWI,724,246
PIT,BWI,946,277
ORH,FLL,331,109
TPA,LBE,88,36
MSY,SFO,214,88
BTV,EWR,542,233
JFK,SJC,296,103
MSN,SLC,205,37
ORD,RNO,376,164
IND,BWI,1021,350
TPA,SDF,376,121
DTW,BOS,3424,1029
LGA,MSY,461,162
TPA,ISP,491,168
OTZ,OME,284,162
ATL,ELP,700,209
MSP,BDL,852,209
MDW,SFO,766,327
FLL,HPN,675,217
ATL,MHT,333,94
SEA,COS,333,175
PIT,BOS,1158,362
MSP,BWI,1039,298
ATL,SJC,276,79
DTW,ELM,1431,531
MSP,GRR,1128,308
DTW,EVV,777,246
PHX,DSM,204,57
BOS,CAK,299,140
MSP,BZN,689,176
ONT,PDX,723,123
ATL,SNA,971,276
ROA,IAD,5,2
MIA,PHX,619,197
DTW,AUS,247,82
SYR,EWR,518,222
CMH,LAX,588,199
CVG,BOS,283,131
DTW,SAN,707,237
MSP,MBS,79,26
CVG,BNA,352,116
DCA,BDL,661,222
SLC,FAT,856,313
KOA,DEN,86,16
MIA,TUL,47,24
DTW,DCA,1705,592
ATL,PVD,947,239
CMH,STL,592,191
BOS,RDU,1530,510
ATL,AVP,329,157
LGB,BOS,276,106
ORD,ELM,606,278
PHX,SBP,717,265
BWI,GSP,375,142
DTW,PVD,799,233
HNL,ANC,275,58
DTW,BDL,1357,383
IAD,CLE,339,115
KOA,PHX,288,46
CLT,ALB,705,314
EWR,BUF,533,163
ONT,ATL,3,1
IAG,FLL,206,63
BHM,MIA,546,205
OMA,SLC,488,135
OKC,SFO,333,105
PSC,SFO,364,73
EWR,RDU,913,372
RNO,SFO,1613,585
MHT,TPA,446,99
HOB,IAH,571,147
LNK,ATL,325,67
DLH,MSP,618,228
IND,LAX,785,228
OMA,MSP,1271,518
LBE,RSW,66,26
MEM,LAX,257,68
EWR,STT,239,78
MCO,MDT,85,25
ALB,FLL,345,82
CHA,DTW,470,189
IAD,MEM,71,18
GNV,MIA,594,175
LGA,PHL,183,41
PHL,STT,227,104
DCA,PHL,103,31
DSM,PHX,203,102
BWI,PHL,7,1
ICT,MDW,613,208
DCA,SEA,657,168
XNA,DEN,366,135
DEN,DRO,571,194
MCI,IAD,7,1
BWI,MEM,388,131
TPA,CLE,538,165
OAK,ORD,334,149
IND,LAS,859,201
CVG,SEA,131,53
DTW,ORF,535,131
BNA,IAD,32,10
EGE,JFK,110,42
PBI,LAX,77,24
ORD,ORF,798,387
IAH,RNO,32,12
ELM,DTW,1430,502
MEM,IAD,71,24
DCA,JAX,670,203
SLC,RAP,421,102
BOS,SRQ,181,85
ATL,JAC,103,23
EWR,MTJ,23,11
MSP,LAN,518,159
IAH,ISN,321,75
DEN,HDN,95,50
LGA,IAD,205,96
LIT,MDW,332,128
MKE,SFO,380,125
PDX,LIH,101,21
ATL,BQK,878,312
DEN,JFK,816,324
BDL,EWR,474,148
WRG,PSG,332,106
BLI,OGG,89,18
ORF,DTW,645,179
SDF,LGA,301,93
MOT,MSP,830,297
MSP,JAC,133,39
RSW,HPN,334,115
ATL,BZN,97,29
RNO,MSP,29,10
SRQ,JFK,334,93
HPN,TPA,331,99
MDT,DTW,525,123
FLL,MKE,370,79
IAH,EGE,135,43
LGA,DCA,4303,1662
MSY,LGA,461,198
SFO,OTH,248,121
PSG,JNU,332,124
MDW,SMF,417,177
MKE,BOS,610,263
CLE,MKE,759,219
CAK,MCO,547,128
DEN,PHF,3,1
IAH,CLL,704,199
RSW,CVG,420,116
EVV,ATL,958,332
LAN,MSP,518,206
IMT,MSP,334,85
IAH,ORF,277,163
TPA,LAS,573,127
ORD,MHT,487,227
MKE,CLE,754,180
ORF,JFK,126,41
TTN,CLT,298,117
SDF,IAD,14,4
ORD,ABE,666,268
PDX,LGB,750,223
SRQ,BOS,181,76
OTH,SFO,248,104
CLL,IAH,707,182
CVG,TPA,314,59
MSP,XNA,466,187
LGA,RIC,1383,511
MSP,ABR,671,163
EWR,PIT,433,133
DTW,MLI,218,77
BTV,JFK,1023,252
DTW,ROC,304,78
RST,MSP,406,197
BOS,LGA,7096,2746
LGA,ORF,515,217
CLT,TTN,299,162
TTN,PBI,57,19
MLI,DTW,210,83
CLE,BOS,1819,461
JAX,MDW,334,106
XNA,MSP,462,232
PDX,PSP,278,100
CLE,DCA,1388,330
PDX,ONT,723,192
ADK,ANC,96,56
ROC,DTW,298,58
ORF,IAH,301,148
PIT,EWR,428,124
LGA,BOS,7100,2711
IAD,PHX,334,133
BOI,SAN,333,114
OKC,MDW,337,105
PHF,DEN,3,1
BOS,CLE,1831,398
DCA,CLE,1385,362
ATL,MBS,15,4
BUF,IAD,36,9
IAD,CLT,10,3
GSO,IAD,60,12
LAX,ANC,382,88
DTW,GSO,409,143
ATL,OAK,64,13
LGA,MCI,716,295
DTW,SAT,457,192
DTW,ESC,573,140
MIA,BDL,376,182
DTW,PDX,223,87
LGA,OMA,138,67
DTW,BTV,521,193
DTW,ABE,705,212
ATL,FSD,331,146
MYR,ACY,334,124
IND,TTN,2,1
MSP,BJI,667,154
LAS,CLE,1377,487
ANC,LAX,382,81
BOS,MYR,333,109
INL,HIB,329,96
ANC,BET,896,319
EWR,DCA,1515,575
RIC,MIA,51,14
CLE,RDU,387,133
SAT,MSP,177,51
LEX,DTW,500,130
DBQ,ORD,928,236
BNA,CVG,314,112
GJT,SLC,618,121
OMA,LGA,140,45
DSM,MSP,241,111
AZO,MSP,117,37
HPN,RSW,332,77
LBE,TPA,88,20
JFK,SRQ,335,101
DCA,EWR,1516,634
IND,SFO,314,60
COS,SFO,5,1
JMS,DEN,286,99
CHS,MDW,548,149
BET,ANC,896,328
RDU,MSP,501,132
OTZ,ANC,379,134
JAX,DEN,339,51
XNA,LGA,513,211
DTW,LEX,501,141
DTW,ERI,108,36
CAK,DEN,273,48
TPA,CAK,373,157
FSD,MSP,1287,487
MSP,TUS,179,36
BNA,DCA,992,205
BRW,FAI,334,147
DIK,MSP,597,112
LGA,MHT,140,68
CVG,GRR,170,65
MSP,BOI,702,255
OKC,IAD,6,2
CVG,STL,49,9
DTW,AZO,381,114
TUL,IAD,5,1
JAX,DTW,233,37
GSO,DTW,407,148
SNA,MSP,915,167
MSP,RST,405,140
STL,CVG,48,13
MCO,BMI,34,25
MHT,LGA,136,58
FAI,ANC,668,181
LAS,DCA,331,93
DEN,GSO,133,54
PLN,DTW,752,238
AZO,DTW,385,99
DTW,JFK,304,121
SLC,MCI,610,180
SLC,FAR,243,100
GRR,CVG,172,54
DTW,HSV,93,30
BNA,TTN,2,1
MCI,LGA,708,270
TUS,MSP,179,55
RST,ATL,316,91
LIH,SFO,438,91
MSP,RDU,425,133
MSP,BMI,70,26
PDX,SNA,1146,349
ANC,ADQ,460,130
HSV,DTW,92,27
LGA,ROC,181,63
ERI,DTW,108,35
DTW,DAY,415,125
CVG,LGA,108,32
CVG,MSN,36,19
CVG,CLT,86,22
RDU,CLE,389,163
BHM,LGA,490,171
LGA,BUF,389,148
RIC,DTW,877,270
MSN,CVG,36,15
IAD,BUF,39,15
SAT,DTW,515,188
BMI,MSP,70,52
ADQ,ANC,460,160
DAY,DTW,382,166
DTW,HPN,146,49
MCI,SLC,611,104
AVP,EWR,53,13
CLT,CVG,85,45
TTN,MKE,2,1
EWR,PVD,396,143
CLE,BDL,130,65
ORF,IAD,75,22
TPA,TTN,185,94
CLT,CHS,196,75
CVG,LAS,645,271
RDU,BDL,189,78
MKE,TTN,2,1
MSP,LSE,493,133
CVG,MKE,353,137
PIT,DCA,2,1
HIB,INL,329,68
IAD,ROC,116,52
EWR,BDL,444,124
PPG,HNL,107,67
BTV,IAD,7,6
DRO,DEN,572,229
CMH,FLL,312,83
DFW,OAK,335,76
GSO,MIA,151,43
CLE,STL,483,152
PIH,SLC,654,214
CLE,SFO,446,120
RDU,EWR,860,359
PDX,EWR,334,58
IAD,BTV,6,3
DCA,LAS,329,74
MDT,CLT,125,42
BNA,RSW,105,29
PDX,DCA,334,75
ROC,IAD,114,55
PVD,EWR,357,157
DTW,CAK,190,42
DTW,PIA,371,100
TPA,GRR,161,55
CVG,TTN,3,1
BNA,SAN,388,125
OAK,DAL,593,285
MCI,DCA,638,222
AUS,DCA,334,96
LGA,PIT,183,75
HPN,DTW,146,60
CHS,CLT,196,48
LGA,CVG,108,29
OAK,BWI,324,158
MSP,GFK,718,227
EWR,MHT,701,234
GRR,RSW,100,23
DTW,PWM,520,160
BNA,BOS,638,268
RSW,GRR,100,42
SAV,BOS,334,90
RDM,SFO,834,226
CHS,BOS,338,106
PIT,LGA,301,114
MHT,EWR,700,275
MSP,TTN,157,108
ABR,MSP,671,246
PWM,DTW,514,152
BWI,OAK,324,104
ANC,BRW,189,79
DCA,PIT,3,2
CAK,DTW,189,55
RSW,BNA,105,40
CLE,IAD,363,126
MSP,AZO,120,44
ORD,ROA,780,351
BRW,SCC,189,58
ANC,FAI,334,109
MLI,MSP,65,36
ROA,ORD,781,277
MCO,OMA,133,44
MYR,FLL,376,167
STL,CLE,483,123
GRR,TPA,159,32
MSP,CMH,468,151
OMA,MCO,133,27
MSP,FCA,204,53
ROC,EWR,725,241
CLT,AUS,422,168
LNK,MSP,382,179
STT,BOS,142,57
MSP,LNK,382,124
MEM,MSP,465,154
IAD,HSV,4,2
GFK,MSP,717,272
HSV,IAD,4,2
RIC,CAE,1,1
IAD,SYR,24,14
PIT,LAX,255,67
MCO,ORH,334,66
LIT,PHX,334,76
MSP,PSP,155,46
CLT,CMH,21,9
FAR,SLC,244,64
CMH,CLT,21,8
MSP,MLI,58,24
ANC,MSP,575,161
ANC,LAS,84,14
ANC,PHX,393,128
AVP,ATL,329,71
BDL,CLE,130,75
BDL,RDU,183,42
SFO,IND,314,91
DTW,GSP,223,75
GSP,DTW,219,54
BUF,LGA,353,116
CPR,SLC,818,104
AUS,SLC,588,142
BUF,RSW,77,20
ANC,OME,379,127
JFK,PSP,32,12
CNY,SLC,206,8
LGA,SYR,75,30
RNO,MDW,216,93
MDW,RNO,216,89
FCA,MSP,205,55
MSP,FNT,442,159
STX,ATL,37,11
ALB,DTW,496,152
PDX,MDW,648,212
IAH,SJC,463,167
TUL,MDW,334,66
LIH,SJC,190,25
CLT,MDT,124,50
ANC,HNL,275,68
DAL,OAK,593,239
KOA,SJC,193,38
MHT,DTW,381,102
KOA,PDX,177,29
DTW,ALB,497,141
OAK,LIH,191,52
KOA,ANC,45,9
JAX,LGA,97,49
TUL,MSP,434,246
SYR,DTW,255,38
CVG,SFO,231,66
OME,OTZ,47,21
DTW,MEM,444,112
BTR,DCA,1,1
MEM,DTW,401,101
FNT,MSP,442,156
SEA,TPA,334,121
RDU,PHF,1,1
RSW,BUF,77,14
SYR,LGA,76,28
BUF,MSP,197,42
DCA,BTR,1,1
LSE,MSP,492,119
SCC,ANC,189,37
MEM,CVG,107,53
MHT,PHX,1,1
SEA,MSY,334,118
RSW,FNT,48,20
MCO,MSN,17,5
RSW,PVD,49,15
MSN,MCO,17,6
CMH,DTW,155,35
LIH,OAK,191,30
AUS,MSP,124,24
PIT,JFK,164,102
MSP,HLN,230,58
OMA,PDX,1,1
DTW,SDF,77,36
DTW,BGM,264,89
BGM,DTW,262,70
SDF,DTW,79,33
DTW,RST,8,4
RDU,LAS,334,72
MSY,MKE,109,28
RST,DTW,8,3
CLE,PHL,104,67
LBE,MYR,197,50
MYR,ORD,242,126
IAD,MSY,188,72
PHL,CLE,104,33
LGA,GRR,224,98
DTW,SWF,21,12
SWF,DTW,21,7
GRR,LGA,221,58
ANC,IAH,84,39
EWR,SRQ,98,50
IAG,MYR,116,64
ANC,KOA,44,5
ORD,MYR,242,154
DTW,BGR,312,108
DTW,BMI,136,39
MYR,DTW,387,109
HNL,SLC,324,42
DTW,MYR,387,140
SAT,JFK,264,51
LGA,IND,156,63
BWI,MYR,202,109
SRQ,EWR,98,48
FNT,RSW,48,18
ALB,EWR,169,71
MYR,LBE,197,67
MIA,CLE,258,107
ANC,ADK,96,31
CLE,MIA,257,111
BGR,DTW,313,103
FWA,MSP,273,124
STL,SLC,481,108
MYR,IAG,116,44
DTW,SYR,257,86
CVG,MEM,107,40
MSP,FWA,274,146
CVG,XNA,185,71
BZN,SFO,183,69
DSM,DTW,188,57
LGA,BGR,56,18
BGR,LGA,53,17
DTW,ITH,35,13
XNA,CVG,190,75
ITH,DTW,34,14
CLT,DAB,5,3
DAB,CLT,5,3
DTW,CMH,160,54
ATL,MTJ,35,11
IAD,HDN,15,4
RNO,IAH,32,5
IAD,TTN,1,1
CLT,MYR,6,3
MYR,CLT,6,2
MYR,BWI,202,80
BMI,DTW,136,44
PVD,RSW,49,7
MHT,FLL,7,4
ATL,STX,37,11
FLL,MHT,7,3
HDN,SFO,14,2
DCA,LEX,2,1
MEM,LAS,47,7
MBS,MSP,74,25
DTW,TYS,66,21
CHS,DTW,283,70
BDL,CVG,14,5
MSP,SDF,100,44
CVG,MCI,72,15
SDF,MSP,97,54
TYS,DTW,66,12
MCI,CVG,75,18
PSP,JFK,32,11
CVG,PIT,7,2
PIT,CVG,7,5
CVG,RDU,12,3
RDU,CVG,6,2
SAN,KOA,115,25
CLT,SMF,195,101
MIA,MCI,205,108
IAH,PIA,266,66
MIA,SLC,162,60
SMF,CLT,194,88
SLC,MIA,162,38
PIA,IAH,262,83
MSY,IAD,276,27
LAS,MEM,47,11
MCI,MIA,205,80
TPA,DAY,117,47
PIT,PBI,5,1
MCI,RSW,50,6
ALB,RSW,5,4
PBI,MDW,7,1
DAY,TPA,117,58
RSW,ALB,5,3
IND,LGA,156,49
MKE,MSY,109,29
MDW,PBI,7,1
MIA,SAT,207,80
RSW,ISP,27,5
LAS,BDL,269,129
SAN,STL,184,60
KOA,SAN,117,8
PBI,PVD,32,7
ISP,RSW,27,6
MIA,AUS,207,83
HNL,BLI,156,16
SAT,MIA,206,89
PVD,PBI,32,4
AUS,MIA,206,73
BOS,ACY,181,69
MCO,PWM,7,1
DTW,SCE,211,36
MYR,PHL,194,100
ACY,BOS,182,117
CVG,BDL,12,1
DTW,CHS,284,63
BDL,LAS,268,73
MYR,CRW,64,25
PBI,PIT,5,3
CRW,MYR,64,32
SYR,MSP,172,36
STL,SAN,184,38
RSW,MCI,50,11
BWI,CVG,6,2
PHL,MYR,194,99
IAH,AGS,1,1
MSP,PIA,20,11
ORF,MSP,94,46
IAD,AUS,154,64
DAL,MEM,464,212
PDX,DAL,237,112
SEA,DAL,345,198
DAL,IND,237,121
IND,DAL,237,113
MEM,DAL,467,174
DAL,SJC,298,155
GTF,MSP,305,81
PDX,IAD,241,37
DAL,PDX,237,109
DCA,CMH,290,105
MSP,PSC,259,92
MKE,DAL,238,77
MSP,GTF,305,85
AUS,IAD,109,24
JAX,LAS,123,21
MSY,SAT,240,41
SJC,DAL,298,150
CMH,DAL,237,78
DAL,SMF,237,125
DAL,SEA,345,176
HOU,RSW,18,10
SAT,MSY,240,42
SMF,DAL,237,38
LAS,JAX,123,59
CMH,DCA,293,68
DAL,CMH,237,107
TTN,ORD,222,69
PSC,MSP,259,66
ACY,ATL,179,67
ORD,ACY,147,84
MYR,DFW,63,35
ACY,DTW,147,81
ACY,ORD,147,84
MYR,CLE,169,60
ATL,ACY,178,95
IAH,OAK,179,100
ORD,TTN,224,105
OAK,IAH,179,124
CLE,MYR,169,37
LAS,LBE,178,73
LBE,LAS,179,56
SEA,CVG,131,39
DAL,MKE,238,74
DTW,ACY,147,54
DFW,MYR,63,21
BNA,MOB,1,1
MSP,SYR,172,53
SDF,CLT,8,2
CLE,SEA,151,96
MSP,ALB,201,66
DAL,CHS,132,56
BOI,SEA,1039,390
CHS,DAL,132,8
ABQ,MCO,99,34
CLT,SDF,8,2
SEA,HOU,147,76
MSP,BUF,195,60
SEA,BOI,1038,323
HOU,SEA,147,72
LGA,PWM,54,16
SEA,CLE,151,52
ALB,MSP,201,40
MCI,LNK,1,1
DCA,PVD,43,16
PVD,DCA,43,19
SFO,SMX,415,118
MCO,ABQ,99,22
JFK,ACK,333,92
ORD,LBE,158,68
ACK,JFK,333,106
LBE,ORD,158,78
OKC,EWR,159,70
SMX,SFO,415,95
BOS,ACK,118,43
CVG,IAD,72,11
ACK,BOS,118,40
PHL,PDX,147,56
LGB,ANC,118,62
ANC,LGB,118,34
MSP,TVC,110,48
MVY,JFK,121,43
TVC,MSP,109,56
SEA,SIT,253,100
FAI,MSP,124,51
MKE,SAN,18,4
MDW,PNS,30,3
EWR,OKC,161,84
HLN,MSP,230,31
JFK,MVY,121,32
PDX,PHL,146,36
IAH,ANC,82,42
BOS,OAK,102,53
OAK,BOS,102,54
ANC,ATL,102,31
SLC,ANC,98,50
MSP,ROC,123,46
SIT,SEA,346,98
ATL,ANC,102,33
MSP,FAI,124,50
JFK,PIT,158,40
TUL,AUS,1,1
ANC,SLC,98,13
PNS,MDW,30,7
JFK,RNO,169,57
RNO,JFK,169,65
SLC,WYS,208,119
LGA,MSN,151,62
PWM,LGA,61,17
MIA,JAX,339,107
JAX,MIA,339,127
MSP,ORF,93,44
FAI,ORD,75,57
ANC,DFW,119,57
SMF,PHL,75,36
ABQ,CLT,95,16
MSP,LEX,55,29
WYS,SLC,208,58
DFW,ANC,119,58
ORD,FAI,75,53
LEX,MSP,55,40
PHL,SMF,75,29
LGA,ILM,87,42
IND,SLC,86,13
IAH,RAP,24,5
RAP,IAH,25,10
SEA,BNA,185,77
MSY,OAK,177,53
ANC,AKN,63,26
MDW,BOI,63,43
BOI,MDW,63,27
AKN,ANC,63,32
ANC,DLG,77,17
PDX,BWI,63,30
BNA,OAK,177,71
OAK,MSY,177,112
JNU,GST,77,40
GST,JNU,77,51
CLT,ABQ,95,37
GEG,MDW,63,11
OAK,BNA,177,84
DLG,ANC,77,17
HOU,PDX,63,20
MDW,GEG,63,33
OMA,LAX,63,24
MSN,LGA,153,50
SLC,IND,86,24
LGA,TVC,46,16
MDW,PWM,9,2
MSP,IDA,19,12
ORF,TPA,9,6
PDX,HOU,63,34
IDA,MSP,19,7
MSN,CID,1,1
STT,IAH,22,6
SAN,MKE,18,6
BZN,PDX,116,5
ALB,DEN,9,3
BWI,PDX,63,34
HOU,SLC,9,8
ILM,LGA,87,23
ATL,TVC,33,17
TVC,LGA,46,14
SLC,MEM,56,19
LAX,OMA,63,21
MCI,DLH,1,1
OMA,DCA,1,1
SWF,TPA,2,2
BOS,MVY,84,27
BOS,SMF,49,30
SMF,BOS,49,30
MEM,SLC,55,10
IAH,STT,22,8
TVC,ATL,33,13
JFK,HYA,83,29
HYA,JFK,83,21
PWM,MDW,9,3
DCA,ACK,41,17
BNA,SEA,185,60
ATL,MSO,15,5
ACK,DCA,41,16
RSW,HOU,18,4
COD,ORD,9,6
MVY,BOS,84,27
PDX,BZN,116,5
LGA,BZN,10,3
FCA,ATL,25,5
BZN,LGA,10,4
IND,BOS,299,128
SNA,AUS,156,60
BOS,IND,299,55
PDX,AUS,99,29
SNA,MDW,156,37
STL,AUS,156,61
AUS,PDX,99,25
AUS,STL,156,40
ATL,FCA,25,5
DEN,OTH,27,13
OKC,SEA,153,32
SFO,MSO,47,25
SEA,OKC,153,17
ORD,BIL,46,31
BIL,ORD,46,9
EWR,MYR,8,4
STL,PDX,153,20
ORD,COD,9,6
CLT,GSO,143,63
MSO,SFO,47,16
OTH,DEN,27,11
MDW,SNA,156,76
AUS,SNA,156,47
MHT,LAS,9,4
ANC,EWR,7,3
SAT,IAD,1,1
EWR,TVC,28,12
MSO,ORD,2,1
PDX,STL,153,15
MSP,RNO,29,5
DEN,ALB,9,1
TVC,EWR,28,8
RST,CLE,1,1
TPA,ORF,9,1
EWR,ANC,7,3
DCA,CVG,31,21
CVG,DCA,32,23
DCA,RDU,29,17
RDU,DCA,28,16
DCA,SYR,31,25
SYR,DCA,32,10
MEM,LGA,40,10
DCA,HSV,24,10
HSV,DCA,24,14
EWR,AVP,53,15
DCA,PNS,10,6
CMH,BOS,215,49
DAL,BOS,114,55
DCA,SDF,2,1
BOS,CMH,215,38
SDF,DCA,2,1
DTW,DAL,115,15
DAL,PHL,114,33
DAL,CLT,114,31
DAL,DTW,114,42
DAL,PIT,114,36
BOS,DAL,114,21
CLT,DAL,114,21
DAL,RDU,114,56
DAL,SLC,114,33
DAL,OMA,114,29
SLC,DAL,114,21
MYR,EWR,8,1
PIT,DAL,114,11
DCA,GSP,4,1
GSP,DCA,4,1
CHS,OKC,1,1
SBN,COS,1,1
PVD,PHL,282,71
PHL,DAL,114,13
PHL,PVD,284,77
PWM,DCA,43,14
DCA,HPN,3,1
HPN,DCA,3,1
PDX,FAT,101,21
FAT,SAN,196,53
SAN,FAT,196,53
FAT,PDX,99,23
LGA,MEM,35,15
OAK,CMH,114,51
FCA,MSO,1,1
LAX,MSN,1,1
DCA,PWM,43,6
SFO,MSN,2,2
IAH,MSN,1,1
MSN,BOS,1,1
IND,RDU,65,17
MSN,SFO,1,1
PNS,DCA,10,1
CMH,OAK,114,22
OMA,DAL,114,24
ILM,CLT,161,48
IND,PHL,134,33
CLT,ILM,162,50
GSO,CLT,142,26
RDU,DAL,114,17
PHL,RIC,6,3
LGB,PHX,1,1
EWR,PHL,2,1
XNA,SFO,52,31
BOI,PDX,62,39
PSC,SEA,176,94
CAK,EWR,120,41
RDU,SEA,61,34
PDX,BOI,61,33
SEA,PSC,177,77
EWR,CAK,117,37
SFO,XNA,51,11
PHL,BDL,4,2
MSP,CWA,25,8
CWA,MSP,25,10
SGF,CLT,114,85
CLT,SGF,114,68
HOU,TUS,8,4
IAD,SAT,21,4
HNL,MSP,45,4
SEA,RDU,61,11
LAS,CAK,47,15
MSP,HNL,45,12
CAK,LAS,47,8
FLL,CHS,43,13
CHS,FLL,43,10
SNA,MCI,40,20
HOU,LBB,8,4
LBB,HOU,8,5
MCI,SNA,40,14
STL,SNA,40,12
SEA,CHS,26,4
SNA,STL,40,6
SLC,TPA,1,1
RDU,IND,1,1
BDL,IAH,3,2
PIA,MSP,19,14
CHS,SEA,26,3
EUG,BOI,1,1
TUS,HOU,8,2
AUS,MEM,8,3
MEM,AUS,8,2
SWF,PBI,2,2
OAK,FLL,1,1
LGA,DSM,1,1
BIL,SEA,13,3
MSO,SEA,13,10
JFK,JAC,4,2
DTW,MQT,19,6
MQT,DTW,18,12
EGE,SLC,3,2
SEA,MSO,13,8
SEA,BIL,13,3
SWF,RSW,1,1
MTJ,LGA,2,1
OKC,FLL,1,1
GSP,MIA,1,1
MIA,OKC,1,1
OKC,MIA,1,1
CID,LAX,1,1
